mean_h,mean_s,mean_v,std_v,label
14.349375,221.39700520833333,10.775764973958333,13.282943344284469,dia
14.007884114583334,175.98819010416668,112.38440755208333,58.246674767396826,dia
14.007884114583334,175.98819010416668,112.38440755208333,58.246674767396826,dia
15.142522786458333,165.14208333333335,109.84960286458333,57.80089510078247,dia
15.142522786458333,165.14208333333335,109.84960286458333,57.80089510078247,dia
16.416682942708334,157.69984049479166,110.05896809895833,58.38012794195053,dia
25.267861328125,135.18673828125,106.0171484375,57.65497169038063,dia
20.351897786458334,144.39754231770834,106.015712890625,57.75080359835791,dia
20.351897786458334,144.39754231770834,106.015712890625,57.75080359835791,dia
26.634733072916667,135.76734375,103.56444010416666,56.941808756415014,dia
27.445159505208334,135.55984700520833,103.67162109375,56.82702881334079,dia
27.445159505208334,135.55984700520833,103.67162109375,56.82702881334079,dia
33.27535481770833,129.51064127604167,102.19902994791667,56.23751038746143,dia
33.17906901041667,129.38862630208334,102.43269205729166,56.21379709612014,dia
37.04435546875,125.26600260416667,101.58867838541667,55.85258126587013,dia
37.04435546875,125.26600260416667,101.58867838541667,55.85258126587013,dia
37.69521484375,123.98612955729166,101.98126627604167,56.501966318666405,dia
39.152659505208334,122.00248372395833,101.46588541666667,56.86545926385325,dia
39.152659505208334,122.00248372395833,101.46588541666667,56.86545926385325,dia
39.26900716145833,122.466044921875,102.28688151041666,56.87239013965298,dia
42.043186848958335,120.69722330729167,101.31695638020834,57.3374040333468,dia
42.169475911458335,120.26657877604167,101.38875651041667,57.39015204692664,dia
42.169475911458335,120.26657877604167,101.38875651041667,57.39015204692664,dia
42.46072916666667,120.26000325520833,101.54801106770833,57.412793978217906,dia
45.16712239583333,118.42699869791667,100.89555338541666,57.15879347601618,dia
45.05974609375,118.3083203125,100.767275390625,57.16458645065054,dia
45.05974609375,118.3083203125,100.767275390625,57.16458645065054,dia
48.715113932291665,117.11959635416666,100.44531575520833,56.9450367587579,dia
48.3504296875,116.822216796875,100.30230794270834,56.90808040838446,dia
48.3504296875,116.822216796875,100.30230794270834,56.90808040838446,dia
48.993056640625,115.92982096354167,100.20012044270834,56.842962880394886,dia
48.649280598958335,116.15694986979166,100.5462890625,56.823133738782914,dia
48.649280598958335,116.15694986979166,100.5462890625,56.823133738782914,dia
47.4034375,122.44585286458333,102.73010091145834,57.529212202980375,dia
47.4034375,122.44585286458333,102.73010091145834,57.529212202980375,dia
47.66818359375,122.25478841145834,102.47554036458334,57.492994597323786,dia
47.66818359375,122.25478841145834,102.47554036458334,57.492994597323786,dia
47.62666341145833,122.0534375,102.22642903645833,57.59071339725695,dia
47.62666341145833,122.0534375,102.22642903645833,57.59071339725695,dia
48.59184244791667,121.388349609375,102.08603190104166,57.51488918592554,dia
48.59184244791667,121.388349609375,102.08603190104166,57.51488918592554,dia
48.395266927083334,121.42655924479166,101.78615234375,57.481384653467735,dia
48.395266927083334,121.42655924479166,101.78615234375,57.481384653467735,dia
48.18070963541667,121.584091796875,101.499423828125,57.56919867765032,dia
48.18070963541667,121.584091796875,101.499423828125,57.56919867765032,dia
48.45401041666667,121.421982421875,101.17575520833333,57.59982810170814,dia
48.45401041666667,121.421982421875,101.17575520833333,57.59982810170814,dia
47.82043294270834,126.64334309895834,102.82444661458334,58.21556593563946,dia
47.82043294270834,126.64334309895834,102.82444661458334,58.21556593563946,dia
47.41970052083333,126.65604166666667,102.832978515625,58.19895595512401,dia
47.41970052083333,126.65604166666667,102.832978515625,58.19895595512401,dia
47.87509765625,126.645498046875,102.94753255208333,57.93152523157397,dia
47.87509765625,126.645498046875,102.94753255208333,57.93152523157397,dia
48.105755208333335,126.63014973958333,103.10428059895834,57.8785595661962,dia
48.105755208333335,126.63014973958333,103.10428059895834,57.8785595661962,dia
48.041682942708334,126.49662109375,103.42690104166667,57.73210875936117,dia
48.041682942708334,126.49662109375,103.42690104166667,57.73210875936117,dia
48.1251953125,126.14799153645833,103.59150390625,57.697045013910575,dia
48.1251953125,126.14799153645833,103.59150390625,57.697045013910575,dia
48.07235026041667,126.23195963541667,103.84549153645834,57.56829337860658,dia
48.07235026041667,126.23195963541667,103.84549153645834,57.56829337860658,dia
48.384072265625,126.26541341145834,103.970703125,57.49212537587023,dia
48.384072265625,126.26541341145834,103.970703125,57.49212537587023,dia
48.2205078125,126.07531575520834,104.043671875,57.400777391173754,dia
48.2205078125,126.07531575520834,104.043671875,57.400777391173754,dia
48.61424153645833,125.89787434895834,104.00931966145833,57.37924186382971,dia
48.61424153645833,125.89787434895834,104.00931966145833,57.37924186382971,dia
48.40390950520833,125.606689453125,103.86265950520833,57.343491327390694,dia
48.40390950520833,125.606689453125,103.86265950520833,57.343491327390694,dia
48.76755533854167,125.40751953125,103.72284505208333,57.44862017380773,dia
48.76755533854167,125.40751953125,103.72284505208333,57.44862017380773,dia
48.9990234375,125.39546875,103.66029947916667,57.434992130269,dia
48.9990234375,125.39546875,103.66029947916667,57.434992130269,dia
48.479137369791665,125.16175130208333,103.66675455729167,57.43607700405329,dia
48.479137369791665,125.16175130208333,103.66675455729167,57.43607700405329,dia
49.033678385416664,125.24150390625,103.61924153645833,57.39335008797244,dia
49.033678385416664,125.24150390625,103.61924153645833,57.39335008797244,dia
49.20650716145833,124.86720703125,103.52301432291667,57.37309907687305,dia
49.20650716145833,124.86720703125,103.52301432291667,57.37309907687305,dia
49.295651041666666,125.17278971354166,103.46371419270834,57.39900753630406,dia
49.295651041666666,125.17278971354166,103.46371419270834,57.39900753630406,dia
49.043772786458334,124.84480143229166,103.36185872395833,57.353037329736836,dia
49.043772786458334,124.84480143229166,103.36185872395833,57.353037329736836,dia
49.72379231770833,124.926494140625,103.29243489583334,57.34553700720048,dia
49.72379231770833,124.926494140625,103.29243489583334,57.34553700720048,dia
